"id","portfolio_name","project_name","site_name","owner_organization","service_organization","data_source","date","deficiencies","description","symbol_code","lat","lon"
8369,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","10_MPJLp, 6_MPJExt, 8_MPJEx2022_excel_row_16","The 10” Milligan Peejay Lp crossing of trib to Milligan Creek.  130m between the P/L crossings, see photos.","other",57.0665731302186,-120.611334668519
8370,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","10_MPJLp, 6_MPJExt, 8_MPJEx2022_excel_row_18","Pipelines rejoin shared RoW.","other",57.0632109555593,-120.61033007918
8371,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","10_ MPJ Ext. 2022_excel_row_14","Doig River, continue to monitor the instability on the north bank off the west side of RoW.  See photos.","other",56.8177269165739,-120.464077839213
8372,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","10_MPJLp, 6_MPJExt, 8_MPJEx2022_excel_row_23","2022 patrol noted the piping barricade is resting on the piping.  Email sent 2022 10 14 - see photos.","other",57.0316994237073,-120.57876472926
8373,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","10_MPJLp, 6_MPJExt, 8_MPJEx2022_excel_row_24","2012 patrol noted newer foreign pipeline laid on surface on west side of and parallel to 8” MPJ from kM 15.82 – kM 17.69. Reported to Lands personnel June 2012 for follow up.  Photos in 8” MPJ file.  Removed at time of 2020 patrol.","other",57.0057120794127,-120.574706015972
8374,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","10_MPJLp, 6_MPJExt, 8_MPJEx2022_excel_row_30","2015 patrol noted a new beaver dam in Little Beaverdam Creek, adjacent to the east side of the RoW at this location causing accelerated lateral bank erosion along the east RoW boundary.  Will impact the 8"" MPJ  Pipeline first.  No significant change from previous patrol.                                                                                                             
Site 142 May 2017 Rainfall Event.  Lateral bank erosion caused by breached beaver dam east side of the RoW, 2019 survey noted eros","other",56.9696670728952,-120.552154860603
8375,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","10_MPJLp, 6_MPJExt, 8_MPJEx2022_excel_row_31","Leak detected at this location Sept 1, 2005.  Repaired and placed back into service Sept 2005.","other",56.9687171955663,-120.550917341427
8376,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","10_MPJLp, 6_MPJExt, 8_MPJEx2022_excel_row_32","Little Beaver Dam Creek crossing. (see survey in site 142 file 2019 12 11)
2012 patrol noted beaver dams causing course change of meander to the east of RoW.  2019 survey - 2.83m 10"" MPJ, 1.10m 8""MPJ.","other",56.9687171955663,-120.550917341427
8377,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","10_MPJLp, 6_MPJExt, 8_MPJEx2022_excel_row_33","Beaver dams in unnamed trib to Little Beaver dam Creek had been causing significant flooding across the RoW, see photos and monitor on future patrols.","other",56.9562507469215,-120.54030387138
8378,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","10_MPJLp, 6_MPJExt, 8_MPJEx2022_excel_row_34","Deactivated section of 8"" MPJ Ext, receiving barrel relocated to this location in 2005.","other",56.9467670926821,-120.532427055708
8379,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","10_MPJLp, 6_MPJExt, 8_MPJEx2022_excel_row_26","Surficial slide on the north approach slope to Milligan Creek between the two pipelines.  2012 patrol noted recent minor surface sloughing near east side of 8"" MPJ RoW.  Slope is very bushy making observation difficult, photos in the 8” MPJ Ext file. 2019 patrol to present noted no recent changes, continue to monitor.","other",56.9881246861632,-120.568672843472
8380,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","10_MPJLp, 6_MPJExt, 8_MPJEx2022_excel_row_27","Milligan Creek. 
Bank erosion and very brushy both sides, and meandering of Milligan Creek, see photos, and monitor on future patrols, no significant change from previous patrol. Note - the 8” Milligan Peejay Extension crosses the creek approximately 70m west of this crossing, see photos.
2019 MSI survey noted 1.55m cover in sill of Milligan Creek.  2019 06 28","other",56.987332047213,-120.567193582362
8381,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","10_MPJLp, 6_MPJExt, 8_MPJEx2022_excel_row_28","2015 patrol noted continued bank erosion and meandering of Milligan Creek, south side. Note the 10” Milligan Peejay Loop crosses the creek approximately 70m east of this crossing, see photos and monitor on future patrols.
2019 MSI survey noted 0.34m cover in sill of Milligan Creek, 2019 06 28.  Continue to monitor.","other",56.9870761876032,-120.568362605851
8382,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","10_MPJLp, 6_MPJExt, 8_MPJEx2022_excel_row_25","Pipelines separate, 10"" MPJ Loop on the west side.","other",56.9891529674559,-120.569330133163
8383,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","10_MPJLp, 6_MPJExt, 8_MPJEx2022_excel_row_29","Pipelines rejoins shared RoW at Pengrowth's temporary access crossing.","other",56.9857021023354,-120.566098280314
8384,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","10_MPJLp, 6_MPJExt, 8_MPJEx2022_excel_row_35","Receiving.","other",56.8683811029033,-120.491761875954
8385,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","10_ MPJ Ext. 2022_excel_row_13","Sending.","other",56.8682218562641,-120.491887411498
8386,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","16_ Wolf 2022_excel_row_13","Sending End","other",56.8682062105878,-120.492003328454
8387,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","16_ Wolf 2022_excel_row_14","Some very minor subsidence","other",56.8480190774145,-120.507606905475
8388,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","16_ Wolf 2022_excel_row_21","2019 patrol noted new road with fences on each side crossing RoW, no permit in GIS - email sent 2019 09 26.","other",56.7490445876308,-120.660190287672
8389,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","16_ Wolf 2022_excel_row_20","2019 patrol noted new fence crossing the RoW, no permit in GIS - email sent 2019 09 26.","other",56.7499715356156,-120.658824042183
8390,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","16_ Silver Dahl (shut in) 2022_excel_row_62","Site 129 May 2017 Rainfall Event.  New slide at the top of the north approach slope to Blueberry River- regrading recommended.","other",56.7411916998741,-120.867104094422
8391,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","16_ Silver Dahl (shut in) 2022_excel_row_63","Surface instabilities on both approach slopes to the Blueberry River. South side has a deep seated movement which caused a pipeline leak in December 2004 (±kM 60.59). Slope indicators installed on both approach slopes in 2005 / 06 with strain gauges and fiber optic instrumentation installed on the pipe on the south slope. Erosion on both sides of gabions repaired 
in 2005 and performing well.  Final grading of the south slope was inadequate, but was regraded September 2006 and is performing well.  
2013 pa","other",56.7411916998741,-120.867104094422
8423,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","10_ E.Rigel (Deact) 2021_excel_row_24","2021 patrol noted beaver dam causing flooding of RoW - see photos.","other",56.6437705076875,-120.765723925975
8392,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","16_ Silver Dahl (shut in) 2022_excel_row_64","December 2016 MSI performed a detailed survey of the  Blueberry River and both approach slopes, drawings in file.  Scour hole noted off the water downstream end of the gabions that are covering the river bed over the pipeline. Sill DoC - 0.72m
Site 128, May 2017 rainfall event (kM 60.5) south bank erosion - gabions have separated and continued erosion. MSI survey Aug 2017 noted significant damage to gabions, slope and scour hole in sill has increased in size and depth.  Cover in sill reduced from 0.72m to","other",56.7408455168227,-120.866829367456
8393,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","16_ Silver Dahl (shut in) 2022_excel_row_60","Shallow landslide top of north approach slope to the Blueberry River.  Movement is shallow and within the disturbed material from construction, site regrading recommended, monitor on future patrol, no significant change from previous patrol, see photos.","other",56.7416554302704,-120.867421224131
8394,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","16_ Wolf 2022_excel_row_15","Site 143 May 2017 Rainfall Event.  3 culvert outlets running to capacity in trib to Dede Creek, potential for downcutting erosion over pipeline. 2.1 m long segment of partially exposed pipeline noted while scouting site 2018 08 20.  MSI survey performed, repair recommended - see photos. 
Location repaired Q1 2024 with ripr rap and articulating concrete mats.  As built survey not yet completed.","other",56.8169259535237,-120.562767207305
8395,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","16_Beg, 12_A. Hwy, 3_AC Liq 22_excel_row_93","2022 patrol noted hydrovac slot over 16"" Beg pipeline, just off the south side of the access road.  No BC one or agreements in GIS.  Email sent 2022 10 25, see photos and monitor in 2023 for remediation.","other",56.8111221326753,-120.497048267387
8396,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","10_ MPJ Ext. 2022_excel_row_15","Cross berm erosion and downcutting on the south approach slope to the Doig River repaired 2007, and performing adequately, 2019 patrol to present vegetation growth inhibiting observation.","other",56.8163391000009,-120.463008139099
8397,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","10_ MPJ Ext. 2022_excel_row_16","2022 patrol noted signs of recent earthworks in the RoW and off to the east side.  No permit in GIS, email sent 2022 10 10, see photos.  Reported to BCOGC.","other",56.8160761641054,-120.462894819852
8398,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","10_ MPJ Ext. 2022_excel_row_17","Minor bank sloughing on both sides of unnamed tributary to Doig River, no significant change from previous patrol see photos.                                                            
Site 141 May 2017 Rainfall Event.  Bank erosion, 2019 patrol difficult to observe due to vegetation, new large beaver dam 40 m east of the east side of the RoW holding water from the RoW.  Dec 2019 MSI survey 0.81m DoC in sill. 
Site 448 June/July 2020 rainfall event, bank and potential downcutting erosion - see photos.","other",56.7920165357443,-120.461097675087
8399,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","16_ Wolf 2022_excel_row_17","Beaver dam causing flooding across the RoW.","other",56.7694836447872,-120.623764105749
8400,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","16_ Wolf 2022_excel_row_18","Block Valve and flare site.","other",56.7537485203422,-120.653223185629
8401,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","16_ Wolf 2022_excel_row_19","2019 patrol noted new fence on both sides of existing road, no permit in GIS - email sent 2019 09 26.","other",56.7536352124255,-120.653410204363
8402,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","16_ Silver Dahl (shut in) 2022_excel_row_67","Approximate location of December 2004 pipeline leak.","other",56.7358280376729,-120.86297706288
8403,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","16_ Silver Dahl (shut in) 2022_excel_row_69","Access road/trail crossing.","other",56.7350823780904,-120.860370685536
8404,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","16_ Silver Dahl (shut in) 2022_excel_row_68","Unnamed trib crossing RoW, 2019 to present patrol noted vegetation hindering geotechnical observations, see photos.","other",56.7352206828174,-120.861098579507
8405,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","16_ Silver Dahl (shut in) 2022_excel_row_61","Small surface slide noted in 2008 patrol on the east side of the RoW has encroached over the pipeline in 2011 patrol.  See photos, site survey recommended. No significant change from
previous patrol.","other",56.738753249177,-120.86534548637
8406,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","16_ Silver Dahl (shut in) 2022_excel_row_66","0.24% BJ Strain 4 (2008). From 2004 pipe replacement.","other",56.7368026463249,-120.863739272153
8407,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","16_ Silver Dahl (shut in) 2022_excel_row_70","6” North Rigel deactivated Pipeline shares RoW on the west side to kM 63.2.","other",56.7298619710128,-120.848406494403
8408,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","16_ Silver Dahl (shut in) 2022_excel_row_71","Large slide on the north approach slope to the unnamed tributary to the Beatton River exposed the adjacent 6” North Rigel pipeline in 1997. Repairs performed in 1997 and 1998. Subsequent instability in 1999 exposed the 6” again and the 6” was removed. The surface instability on the south approach slope had reactivated exposing 4 m of pipe as of Sept. 05.  Site was repaired September 2006 with riprap reconstruction of the banks, and both approach slopes regraded, resloped and recompacted implementing cross","other",56.7173972035877,-120.843692808345
8409,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","16_ Silver Dahl (shut in) 2022_excel_row_72","Site 276 May 2017 Rainfall Event.  Downcutting erosion of farm road across RoW.  2019 patrol noted location repaired - likely by landowner.  Removed from repair list.","other",56.7117362771274,-120.841647494405
8410,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","16_ Wolf 2022_excel_row_23","Lateral erosion caused by breached beaver dam in unnamed trib to Beatton River. No significant change from previous patrol, see 2011 photo.                                       
Site 144 May 2017 Rainfall Event.  Accelerated bank erosion. MSI survey Sept 2019 2.22M DoC in sill.  Potential for exposure low at this time, moved to monitor status at this time - see photos.","other",56.7193730180483,-120.732770499289
8411,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","16_ Wolf 2022_excel_row_24","Beaver dam causing flooding on west edge of RoW. 2013 patrol noted beaver dam had breached causing deep downcutting.  Site survey recommended.  See photos       
Site 145 May 2017 Rainfall Event.  Accelerated downcutting erosion, MSI survey May 2019 1.04M DoC in sill.  Potential for exposure low at this time, moved to monitor status at this time - see photos.","other",56.7155347084712,-120.7376590156
8412,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","16_ Wolf 2022_excel_row_22","2019 patrol noted water level in old borrow pit adjacent to the S/E side of the RoW has elevated possibly encroaching on the RoW, no change at time of current patrol.","other",56.7275631302018,-120.703505931525
8413,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","16_ Wolf 2022_excel_row_25","Lateral instability of south approach slope to unnamed tributary to the Beatton River was significantly accelerated by a failed beaver dam upstream of the pipeline crossing. Adjacent pipeline to the east (Pembina) was exposed and under considerable load. SET pipeline was in the head of the slide and was taking some load.  The slide scarp over the SET pipeline was approximately 0.75m high. Repaired in 2005 and instrumentation installed.  Repairs has been performing well.  2015 patrol noted significant subsi","other",56.6968400237076,-120.74446527886
8414,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","16_ Wolf 2022_excel_row_26","Erosion and downcutting on east approach slope (800m N/E of Beatton River crossing) . Repaired in June 1999. Some subsequent erosion at the discharge of the erosion blanket and some soil cracking upslope of erosion from settlement of installation cut. Large deep seated active instability adjacent to the RoW to the north.  Has not encroached further from 2010 patrol.","other",56.6846083826638,-120.764856481391
8415,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","16_ Wolf 2022_excel_row_27","Beatton River, MSI as-built final survey July 2017, minimum 1.72m cover in sill and significant on both banks.","other",56.678299579101,-120.772870765813
8416,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","16_ Wolf 2022_excel_row_28","Site 100 May 2017 Flood Event, west approach - breached beaver dam diverted seasonal water run flow down RoW to Beatton River exposing 90 m of pipeline, majority unsupported.  Pipeline shut in and depressurized, see photos.  
Repairs performed in June/July 2017 and performing as designed.  Riprap stockpiled at site in the event any further work required, see photos.","other",56.6776106823264,-120.775556165035
8417,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","10_ E.Rigel (Deact) 2021_excel_row_14","2017 patrol noted beaver dam causing flooding of the RoW. 
2019 to present patrol noted water level low, dry on RoW - appears uninhabited.","other",56.644907038897,-120.703265100958
8418,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","10_ E.Rigel (Deact) 2021_excel_row_13","Sending.","other",56.6451141199542,-120.69599376943
8419,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","10_ E.Rigel (Deact) 2021_excel_row_17","1994 directionally drilled crossing of the Beatton River performing well.","other",56.6457674480534,-120.719753153381
8420,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","10_ E.Rigel (Deact) 2021_excel_row_16","2017 patrol noted minor downcutting of water run.  Monitor on future patrols.","other",56.6452007602995,-120.718254061901
8421,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","10_ E.Rigel (Deact) 2021_excel_row_15","Start of 1994 reroute section to the north.","other",56.644226219969,-120.715588941795
8422,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","10_ E.Rigel (Deact) 2021_excel_row_23","Hydro Line markers not in place at road crossing.","other",56.6438658691214,-120.750565390485
8424,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","10_ E.Rigel (Deact) 2021_excel_row_25","Hydro Line markers not in place at road crossing, gate crossing RoW.","other",56.6437926739697,-120.782033488407
8425,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","10_ E.Rigel (Deact) 2021_excel_row_18","End of 1994 reroute section and start of removed section.","other",56.6442471790163,-120.733937872286
8426,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","10_ E.Rigel (Deact) 2021_excel_row_19","Pipeline removed, 2007
2019 patrol noted signage still in place over removed pipeline, see photos.","other",56.6442561559904,-120.733937333746
8427,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","10_ E.Rigel (Deact) 2021_excel_row_22","Start of section of pipeline left in place but deactivated.","other",56.6439122113665,-120.749649213152
8428,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","10_ E.Rigel (Deact) 2021_excel_row_21","New in 2009 patrol scarp across the RoW approximately a third of the way from the top of the west approach slope to the unnamed tributary to the Beatton River.  The scarp depth is approximately 0.3m elevation difference.                                            
2015 patrol noted continued surface instabilities at this location.  Monitor on future patrols.  See photos","other",56.6439961551233,-120.746838707504
8429,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","10_ E.Rigel (Deact) 2021_excel_row_20","Very active instability on west approach slope to ancient Beatton River flood plain to kM 3.27. The pipeline was bent out of its original alignment by ground movement and was daylighted in 1998.  Large earth slide to the north of the RoW.","other",56.6439488071667,-120.74472109334
8430,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","16_ Silver Dahl (shut in) 2022_excel_row_73","Start of 16” Alternate Suction to Rigel Station.","other",56.6793554523337,-120.829607050243
8431,"North River Midstream Inspection","North River GLARS Pipeline Inspections","","North River Midstream Integrity","ProDelta","P:\North_River_Midstream\2023883-Pipeline_Inspection\NRM_Data\Sites_of_Interest.gdb\GLARS","2024-09-23","16_ Wolf 2022_excel_row_29","Moderately deep seated slide at the top of west approach slope to Beatton River.  No significant change since 2005.  Field survey performed in December 2004.  Low threat to pipeline integrity as pipeline is at the outer extents of slide, but repair required as conditions will deteriorate over time. 2013 patrol noted slide has reactivated.  Site survey performed June 2017 and repair designed but not implemented at time of patrol. See photos.","other",56.6729499107629,-120.788857045523
